reviewId,content,score,gender,location,date
35e646af-b390-4f7f-b7b7-0c02239594e0,What bothers me is that i’m concerned about data privacy. It gets frustrating after a while.,1,male,"Ottawa, Canada",2018-07-02
7b1bfc57-8403-4466-8606-067ce4bdce3c,"Personally, there are too many ads and promotions. It ends up feeling repetitive.",1,male,"Barcelona, Spain",2016-10-20
ea4bc28f-7465-4964-b556-7eae35c41756,"Honestly, it’s hard to focus after using it. It makes the experience less enjoyable.",1,male,"Madrid, Spain",2017-01-26
a1cd67bd-24e1-44c4-b058-d7581b932e65,"Honestly, there’s too much content to keep up with. It makes the experience less enjoyable.",1,male,"Dar es Salaam, Tanzania",2017-08-16
6cf86a3a-f102-4384-aba6-00529c40ae90,"Honestly, content quality varies a lot. It makes it harder to stay focused.",1,male,"Beijing, China",2017-03-09
457e935a-7eae-4b20-993d-8e4f02577fa3,"In my experience, i lose track of time scrolling on TikTok.",1,male,"Asunción, Paraguay",2018-11-08
ab6ba209-c743-4ae0-b129-0ecfbebbbd82,"I wanted to like it, but it feels very addictive. That part could definitely be improved.",1,male,"Córdoba, Argentina",2019-01-07
bdea9b31-fe6f-4d0d-ae7b-e786a1d05e7e,What bothers me is that i keep seeing the same trends repeatedly. It becomes overwhelming.,1,male,"Windhoek, Namibia",2017-09-14
bf107c0b-086c-4dd9-b0b1-1ce8f1af6831,The main problem is that some videos get views randomly while others don’t. It makes the app hard to control.,1,male,"Accra, Ghana",2017-08-19
78e5ba6d-fee2-4526-850d-fde3b13e5b39,One issue is that the comment sections can be very toxic. It makes the app hard to control.,1,male,"Dublin, Ireland",2017-01-21
f338f8c6-0b8f-49d1-857e-2271daaf80dd,"For me, i’m concerned about data privacy.",1,male,"Stockholm, Sweden",2016-12-24
922ee845-c386-491f-8848-d71be8573c25,"So far, there are too many ads and promotions. It gets frustrating after a while.",1,male,"Caracas, Venezuela",2018-09-22
019cf643-3af9-42d7-b61f-cb5b02b3d1c5,"In my experience, it’s hard to focus after using it. It becomes overwhelming.",1,male,"Phoenix, United States",2018-05-30
33ed148b-969e-4049-a65d-9138c49c183c,"For me, there’s too much content to keep up with. It becomes overwhelming.",1,male,"Rome, Italy",2016-11-25
979cbaf1-9a1b-4602-a238-88fc0e14c8c7,"For me, content quality varies a lot. It makes it harder to stay focused.",1,male,"Dallas, United States",2018-01-29
65564a7a-5655-4781-ac1e-806d48d99a6b,"So far, i lose track of time scrolling on TikTok. It makes the app hard to control.",1,male,"Dakar, Senegal",2017-11-11
97557104-0201-4fdd-9d19-8bc72fa6e043,One issue is that it feels very addictive. It becomes overwhelming.,1,male,"Asunción, Paraguay",2019-02-06
f57bfaea-95cf-4911-97b7-5558535e7c38,"In my experience, i keep seeing the same trends repeatedly. It makes the app hard to control.",1,male,"Bogotá, Colombia",2018-09-27
ddb494a7-119c-40a1-b2b2-0da5b7644d09,"So far, some videos get views randomly while others don’t.",1,male,"Ottawa, Canada",2018-06-02
77434af6-d68a-4202-ab17-3628ef9aaafa,"I wanted to like it, but the comment sections can be very toxic. It gets frustrating after a while.",1,male,"Houston, United States",2018-04-12
7d892b9a-9cb6-4995-b01e-46371edaa432,"For me, i’m concerned about data privacy.",1,female,"Christchurch, New Zealand",2019-05-20
5ab10398-67cb-4e0a-add7-c0d84e9a88f1,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",1,female,"Canberra, Australia",2019-06-27
0fda73c0-5c6a-484b-93c7-f743b411a528,One issue is that it’s hard to focus after using it. It gets frustrating after a while.,1,male,"Dar es Salaam, Tanzania",2017-09-07
882c42b8-8c7b-49a5-b5cb-92291b1fb5cc,"So far, there’s too much content to keep up with.",1,male,"Taipei, Taiwan",2017-05-31
b23f4519-792d-430e-af43-f112860e9e3b,"I wanted to like it, but content quality varies a lot. It ends up feeling repetitive.",1,male,"Rosario, Argentina",2018-12-16
44a99432-8963-45f2-896b-b38f553baf75,"In my experience, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",1,male,"Hamburg, Germany",2016-12-03
02d6d035-6b1e-447e-8612-3b5b785af90f,"I wanted to like it, but it feels very addictive. It makes the app hard to control.",1,male,"Pretoria, South Africa",2017-10-04
161c323d-990e-4c5b-9cbc-dc99d7f2a7e6,What bothers me is that i keep seeing the same trends repeatedly. It ends up feeling repetitive.,1,male,"Oslo, Norway",2016-12-09
bdbdfa5e-c499-47d4-b277-bbb839942174,"In my experience, some videos get views randomly while others don’t. It makes the experience less enjoyable.",1,male,"Windhoek, Namibia",2017-08-19
2b8afa7b-01e4-46e0-8b75-ecafe37aed93,I’d say the comment sections can be very toxic. It makes the app hard to control.,1,male,"Rome, Italy",2016-12-10
9c005d74-a50d-442d-9af5-3331c74e729a,"Personally, i’m concerned about data privacy. It ends up feeling repetitive.",1,male,"Busan, South Korea",2017-07-21
6fa65136-22dd-48d7-b2b8-2263df183ff5,One issue is that there are too many ads and promotions. It makes it harder to stay focused.,1,male,"Córdoba, Argentina",2018-12-09
33eeaaa7-10ba-4115-8a87-b6ecddddc1a6,"So far, it’s hard to focus after using it. It makes the app hard to control.",1,female,"Perth, Australia",2019-04-05
6c2c4ebf-0bb1-4614-9e2c-7c62b249c1ab,The main problem is that there’s too much content to keep up with. It ends up feeling repetitive.,1,male,"Caracas, Venezuela",2018-12-12
267f4d10-8e9f-41ac-8fd4-1d9b58b0323d,"Personally, content quality varies a lot. That part could definitely be improved.",1,male,"Montreal, Canada",2018-04-22
b226a0c5-a9e0-4a3f-8dea-a35a8acf67d8,"In my experience, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",1,male,"Los Angeles, United States",2018-06-16
d82ac48b-aeeb-4d68-b779-11f9facf10fa,One issue is that it feels very addictive. That part could definitely be improved.,1,male,"Alexandria, Egypt",2017-10-01
325d8b22-d453-42b8-bfd6-190460cab902,What bothers me is that i keep seeing the same trends repeatedly. It makes the app hard to control.,1,male,"Jakarta, Indonesia",2017-03-20
3e049cb4-0a36-4a8e-bb99-518419cc4f6b,One issue is that some videos get views randomly while others don’t.,1,male,"Algiers, Algeria",2017-12-16
66ae9296-6d2d-42a6-b1e7-057247e3576a,"In my experience, the comment sections can be very toxic. That part could definitely be improved.",1,male,"Santiago, Chile",2018-10-12
d4c9ea1d-76af-41ab-a962-d069f9d15efa,"Honestly, i’m concerned about data privacy. It ends up feeling repetitive.",1,male,"Dublin, Ireland",2016-12-02
ad10af9a-52dc-4f3f-9211-89ffec822924,"In my experience, there are too many ads and promotions.",1,male,"Barcelona, Spain",2016-10-21
e5dd38d1-4d9f-417e-899d-677caf645d9b,I’d say it’s hard to focus after using it. It makes it harder to stay focused.,1,male,"São Paulo, Brazil",2018-11-20
462e67e9-22a1-4d35-a042-7e32a8847935,"For me, there’s too much content to keep up with. It makes it harder to stay focused.",1,male,"Lagos, Nigeria",2017-07-31
1e9acc72-eb37-4b2e-b9db-2313c4b42992,What bothers me is that content quality varies a lot. It makes it harder to stay focused.,1,male,"Ottawa, Canada",2018-09-10
ede44f64-ce63-455e-87c9-8df601099047,One issue is that i lose track of time scrolling on TikTok. It makes it harder to stay focused.,1,male,"Rio de Janeiro, Brazil",2018-10-14
a8b32423-6e50-442a-ab9d-2da8a78ed354,"For me, it feels very addictive. That part could definitely be improved.",1,female,"Christchurch, New Zealand",2019-05-03
536b5e0e-63ce-455d-aab8-858d55307f53,"Personally, i keep seeing the same trends repeatedly. It makes the app hard to control.",1,male,"Algiers, Algeria",2017-11-09
8a6917b8-85d8-4323-9d8c-fb7ae799a7ef,I’d say some videos get views randomly while others don’t. It makes it harder to stay focused.,1,male,"Accra, Ghana",2017-09-28
74748425-64a7-4ef3-99a5-48071d49acc0,"For me, the comment sections can be very toxic. It makes the experience less enjoyable.",1,male,"Quito, Ecuador",2018-12-26
8a6b2df4-7612-429f-9bad-df8afe23fe1d,"I wanted to like it, but i’m concerned about data privacy. That part could definitely be improved.",1,male,"Buenos Aires, Argentina",2018-11-13
b35bbf3e-c5ab-4c16-8b81-6c8eb695784d,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",1,male,"Chicago, United States",2018-07-23
290b7287-d65b-431c-b9ee-df55e4f9ba32,"For me, it’s hard to focus after using it. That part could definitely be improved.",1,male,"Montevideo, Uruguay",2018-12-31
569158ec-f604-4a93-b91a-1d5871ba0ae8,I’d say there’s too much content to keep up with. It makes it harder to stay focused.,1,male,"Denver, United States",2018-07-13
f33718ff-cbe6-4add-8e61-9429346dc1d1,"In my experience, content quality varies a lot. It makes the experience less enjoyable.",1,female,"Queenstown, New Zealand",2019-05-28
4e7fd527-001b-435f-bc8d-85b0e253edc9,"Personally, i lose track of time scrolling on TikTok. It makes the app hard to control.",1,male,"Cape Town, South Africa",2017-09-03
31fdda2b-9e3b-48b6-8d0b-f26b3b0b5556,"So far, it feels very addictive. That part could definitely be improved.",1,male,"Cali, Colombia",2018-10-18
4240d214-8a07-4d53-8961-0f791797f214,"So far, i keep seeing the same trends repeatedly. That part could definitely be improved.",1,female,"Christchurch, New Zealand",2019-05-20
7fe2e56f-e6fa-44f0-9272-6aedf906ae28,"Personally, some videos get views randomly while others don’t. It makes it harder to stay focused.",1,male,"Cape Town, South Africa",2017-09-03
46731350-46d4-4719-8cc3-2256e62a3798,One issue is that the comment sections can be very toxic. That part could definitely be improved.,1,male,"Quebec City, Canada",2018-06-12
5fad98c3-410e-4343-a7c0-bc43bba6bef2,"Personally, i’m concerned about data privacy. It makes the app hard to control.",1,male,"Johannesburg, South Africa",2017-10-05
e4d82815-0fd6-41c9-b24a-209325c8fda7,I’d say there are too many ads and promotions. It ends up feeling repetitive.,1,male,"San Francisco, United States",2018-01-10
2ee88964-0a6c-47a7-8b63-51dbb6225f4d,"So far, it’s hard to focus after using it. It gets frustrating after a while.",1,male,"Glasgow, United Kingdom",2016-12-15
2b5aa1ac-9e17-4109-9f81-3fe122f08eb9,"For me, there’s too much content to keep up with. It gets frustrating after a while.",1,male,"Birmingham, United Kingdom",2016-10-19
ec6943c3-5e97-4fd6-ac9d-ddb7f9ae138d,One issue is that content quality varies a lot. It makes the experience less enjoyable.,1,male,"Bogotá, Colombia",2018-11-09
c8192588-161e-42a2-8e8d-213697f95adc,"So far, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",1,male,"Ottawa, Canada",2018-01-01
6d82a37f-6cac-480a-849e-cb0c8d2c27f8,"So far, it feels very addictive. It makes the experience less enjoyable.",1,male,"Los Angeles, United States",2018-06-23
0a9e01be-35a4-4230-9298-bc45001a8b60,"I wanted to like it, but i keep seeing the same trends repeatedly. It ends up feeling repetitive.",1,male,"Córdoba, Argentina",2018-10-20
b555ba12-e7ba-490d-bc15-c984eaade4ff,"So far, some videos get views randomly while others don’t. It makes the app hard to control.",1,male,"Durban, South Africa",2017-11-28
0f6ddc3c-bd2d-4a5f-b846-1e7ba4cb759c,"So far, the comment sections can be very toxic. It gets frustrating after a while.",1,male,"Nairobi, Kenya",2017-10-07
bcaa118a-d95b-473f-9673-c6da632f6a9e,The main problem is that i’m concerned about data privacy. It makes it harder to stay focused.,1,male,"Bali, Indonesia",2017-03-20
3d25b943-3ff3-447c-af01-b1d50e1ce7a1,One issue is that there are too many ads and promotions. It makes the experience less enjoyable.,1,male,"São Paulo, Brazil",2018-12-13
f0fb72bd-c2d5-49bb-821b-d2ceb5c553d9,"For me, it’s hard to focus after using it. It makes the experience less enjoyable.",1,male,"Arequipa, Peru",2019-01-22
e7ffbe55-161b-4c14-9264-4bc4727129fb,"Personally, there’s too much content to keep up with. It makes it harder to stay focused.",1,male,"Quito, Ecuador",2018-10-14
cceb8275-e43e-4deb-9f75-462bc4e1d90e,"Honestly, content quality varies a lot. It becomes overwhelming.",1,female,"Canberra, Australia",2019-03-06
b5b2500d-f652-4fbd-ab48-59cf70eb1d77,One issue is that i lose track of time scrolling on TikTok. It becomes overwhelming.,1,male,"San Jose, United States",2018-07-18
05c03c0c-6de3-4312-af98-c271c59c6dee,One issue is that it feels very addictive. It becomes overwhelming.,1,male,"Washington DC, United States",2018-09-05
d9d69c8c-1213-4aac-a2e5-e50a0d9a10f2,"For me, i keep seeing the same trends repeatedly. It makes the app hard to control.",1,male,"Taipei, Taiwan",2017-04-13
8d5f0a3f-fe04-47d1-a404-dcfeb17fedbe,"For me, some videos get views randomly while others don’t. It makes it harder to stay focused.",1,male,"Brasília, Brazil",2018-11-17
2828da32-16aa-4454-a4d6-b869c9a32393,"In my experience, the comment sections can be very toxic. It makes it harder to stay focused.",1,male,"Cairo, Egypt",2017-09-03
949b3f19-3150-4ba9-8836-af452ebc45a6,"I wanted to like it, but i’m concerned about data privacy. That part could definitely be improved.",1,male,"Lusaka, Zambia",2017-12-17
7c403e1b-a44c-4920-b3f1-528152b38b53,"Personally, there are too many ads and promotions.",1,male,"Abuja, Nigeria",2017-08-19
959f6c28-cb95-4458-b448-a902555b207e,"Honestly, it’s hard to focus after using it. It gets frustrating after a while.",1,male,"Montreal, Canada",2018-04-29
ceb282c2-ed9d-44f7-9a11-c8da9611b6d1,"So far, there’s too much content to keep up with. It makes the experience less enjoyable.",1,male,"Toronto, Canada",2018-07-29
4f6748b8-4f4a-426c-8e7e-b6405251c879,"Honestly, content quality varies a lot. It gets frustrating after a while.",1,male,"San Diego, United States",2018-05-06
1b6c9529-60ad-4beb-9ed3-e09d77635702,What bothers me is that i lose track of time scrolling on TikTok. It becomes overwhelming.,1,male,"Cape Town, South Africa",2017-08-18
51bb39e7-e4d5-41b0-b4a9-8bc8f316a5d0,"So far, it feels very addictive. It makes the experience less enjoyable.",1,male,"Shanghai, China",2017-05-08
fd153772-fb7a-4537-95e4-7b3c986e216d,One issue is that i keep seeing the same trends repeatedly. It ends up feeling repetitive.,1,male,"Santa Cruz, Bolivia",2019-02-03
3587a747-ec8b-4f34-8a60-badcb5f44fe1,"For me, some videos get views randomly while others don’t. It becomes overwhelming.",1,male,"Mombasa, Kenya",2017-08-02
e91919b1-6fc9-4114-afa5-90c5b33bba13,One issue is that the comment sections can be very toxic. It gets frustrating after a while.,1,male,"Cairo, Egypt",2017-12-18
8566a288-bd1a-4656-849c-91599eeb8634,What bothers me is that i’m concerned about data privacy.,1,male,"Warsaw, Poland",2016-12-31
225bf51b-79b6-42f2-8af8-f49536b37140,The main problem is that there are too many ads and promotions. It makes the experience less enjoyable.,1,male,"Addis Ababa, Ethiopia",2017-08-01
55b3e97d-0cfc-4fb7-b698-bdb3d8029e1e,One issue is that it’s hard to focus after using it. It makes the experience less enjoyable.,1,male,"Geneva, Switzerland",2016-12-25
81efe34a-66fa-40bb-8044-5e90c53b5e5d,"In my experience, there’s too much content to keep up with. It makes the experience less enjoyable.",1,male,"Rabat, Morocco",2017-09-13
02c33cdb-5b73-4ebb-99f2-d041df1d54ec,One issue is that content quality varies a lot. It ends up feeling repetitive.,1,male,"Guayaquil, Ecuador",2018-09-19
83e8bd18-a46e-41bd-9a83-5d9b838d2ca3,"In my experience, i lose track of time scrolling on TikTok. It ends up feeling repetitive.",1,female,"Queenstown, New Zealand",2019-06-14
a145aff0-3997-41a4-841f-95e3e3edefa7,"For me, it feels very addictive. That part could definitely be improved.",1,male,"Calgary, Canada",2018-06-25
7e9f3040-a1e8-41e3-badb-c9a85f0c41b1,"For me, i keep seeing the same trends repeatedly. It ends up feeling repetitive.",1,male,"Doha, Qatar",2017-06-29
4de346c2-9eef-4dab-ba17-d21cf1f275fb,"Personally, some videos get views randomly while others don’t. It gets frustrating after a while.",1,male,"Ottawa, Canada",2018-07-27
245d3bfb-8360-4ccc-81f4-8ae6f7ac1215,One issue is that the comment sections can be very toxic.,1,male,"Mexico City, Mexico",2018-06-27
a3d63aaa-427e-4e00-8003-3d1ef0143b9c,"For me, i’m concerned about data privacy. It becomes overwhelming.",1,male,"Lima, Peru",2019-01-14
ef5f3c50-0960-4319-9dfc-67e467bf9a23,"For me, there are too many ads and promotions. It becomes overwhelming.",1,male,"Montreal, Canada",2018-03-25
3166c0fc-ff77-4a60-9dfd-9a338f3a3d25,"In my experience, it’s hard to focus after using it. It makes it harder to stay focused.",1,female,"Nadi, Fiji",2019-04-11
b55e180a-fad1-42d3-89e2-3e3a890f1c95,One issue is that there’s too much content to keep up with. That part could definitely be improved.,1,male,"Accra, Ghana",2017-11-25
74f41df7-61c8-4025-81b1-d9ebbed3d610,The main problem is that content quality varies a lot. That part could definitely be improved.,1,male,"Delhi, India",2017-07-16
561ac954-0208-4835-98e5-17b01c49c58b,"I wanted to like it, but i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",1,male,"Dallas, United States",2018-03-10
572681c7-5055-4fc2-bb47-26e8b1aaa829,"For me, it feels very addictive. It becomes overwhelming.",1,female,"Auckland, New Zealand",2019-04-23
e6231e64-e125-46f3-a9f5-2af26cb3ec40,"So far, i keep seeing the same trends repeatedly. That part could definitely be improved.",1,male,"La Paz, Bolivia",2018-10-03
5d7ea2c3-7bd5-4350-ae8f-09d294fb24b2,One issue is that some videos get views randomly while others don’t. It becomes overwhelming.,1,male,"Guadalajara, Mexico",2018-02-12
e409cc1a-6e28-4dd4-a5b2-78e3c522e6ae,The main problem is that the comment sections can be very toxic. That part could definitely be improved.,1,male,"Chicago, United States",2018-02-16
89841e99-8c70-4932-abd4-11574e893ef9,"For me, i’m concerned about data privacy. It gets frustrating after a while.",1,male,"Philadelphia, United States",2018-07-19
989d83a7-d805-4507-a999-da87bf3dc554,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",1,male,"San Jose, United States",2017-12-27
2a6a859a-0e17-46d3-9858-dd8526e1cf2d,"Personally, it’s hard to focus after using it. That part could definitely be improved.",1,male,"Guadalajara, Mexico",2018-04-11
2b5f2f7c-f3cc-49b3-8bd1-51424e0c9a8d,"So far, there’s too much content to keep up with. It makes the experience less enjoyable.",1,female,"Brisbane, Australia",2019-06-11
e0efdd90-91a5-47f9-8686-ad2a16910fb4,What bothers me is that content quality varies a lot.,1,female,"Suva, Fiji",2019-05-03
1f026415-d3b5-47f2-93b9-b92ab327e280,"In my experience, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",1,male,"Rosario, Argentina",2019-01-30
dd6cc1b8-4385-4ab3-9e47-1efd93515035,"Personally, it feels very addictive. It becomes overwhelming.",1,male,"Milan, Italy",2017-02-05
e075305c-9678-4d1f-8345-b1ab618ebafb,What bothers me is that i keep seeing the same trends repeatedly. It gets frustrating after a while.,1,male,"Phoenix, United States",2018-04-17
121f1040-55b7-460d-89ed-d91e4a0f507e,What bothers me is that some videos get views randomly while others don’t. It gets frustrating after a while.,1,male,"Nairobi, Kenya",2017-10-06
202bcaba-ae89-493b-a15a-257d92309b33,I’d say the comment sections can be very toxic. That part could definitely be improved.,1,female,"Gold Coast, Australia",2019-04-12
8a4651e7-9b18-4853-907e-3960b7a908b1,"Personally, i’m concerned about data privacy. It gets frustrating after a while.",1,male,"Cairo, Egypt",2017-08-13
daaca276-3a87-4405-9394-ba0a6491f247,What bothers me is that there are too many ads and promotions. It becomes overwhelming.,1,female,"Christchurch, New Zealand",2019-05-01
88459aa4-c146-479b-8718-ccb6f751a23e,One issue is that it’s hard to focus after using it. It makes it harder to stay focused.,1,male,"Shanghai, China",2017-05-29
831aeb35-ecd7-42ea-9fe7-85650218841a,"In my experience, there’s too much content to keep up with. It ends up feeling repetitive.",1,male,"Algiers, Algeria",2017-11-30
990d50e1-6857-447b-a9b1-206e1b4c0883,"In my experience, content quality varies a lot. It ends up feeling repetitive.",1,female,"Christchurch, New Zealand",2019-05-31
73de77eb-0601-4313-8a49-2e425b9da921,"I wanted to like it, but i lose track of time scrolling on TikTok.",1,male,"Boston, United States",2018-05-26
600e3d72-5520-4680-8f5d-a7e06d54e8d7,"For me, it feels very addictive. It gets frustrating after a while.",1,female,"Melbourne, Australia",2019-05-02
3cad897e-fbe0-4d01-87e1-d95f7a4dd8fe,One issue is that i keep seeing the same trends repeatedly. It makes the app hard to control.,1,male,"Ottawa, Canada",2018-03-30
be54773f-389a-46c3-b319-d889ff2977e6,"I wanted to like it, but some videos get views randomly while others don’t. It becomes overwhelming.",1,male,"Abu Dhabi, United Arab Emirates",2017-05-19
5357299e-9674-4dc7-8a73-4ae3ac825b50,What bothers me is that the comment sections can be very toxic. It ends up feeling repetitive.,1,male,"Bogotá, Colombia",2018-09-22
98f52433-5518-4d01-b610-9c7e419d7c7b,"For me, i’m concerned about data privacy. It makes the experience less enjoyable.",1,male,"Guadalajara, Mexico",2018-03-12
9d8d982d-fb4e-463e-a763-114155020c71,"Personally, there are too many ads and promotions.",1,male,"Vancouver, Canada",2018-02-24
209fb18d-674e-4cde-8640-9149c72da9e9,"Personally, it’s hard to focus after using it. It gets frustrating after a while.",1,male,"Helsinki, Finland",2017-02-15
2b789909-3dfb-440b-adbb-054cffe29f3e,What bothers me is that there’s too much content to keep up with. It makes it harder to stay focused.,1,male,"Berlin, Germany",2017-02-23
b2831144-1e92-4c8f-9b0b-301b160a71c1,"Honestly, content quality varies a lot. It gets frustrating after a while.",1,female,"Perth, Australia",2019-04-30
19f64314-9100-4848-911f-2b1103bce49c,"So far, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",1,female,"Wellington, New Zealand",2019-05-27
403b30d3-9027-4a5c-b3aa-eba4877e3875,"So far, it feels very addictive. It makes the app hard to control.",1,female,"Perth, Australia",2019-06-06
6616c473-a055-4c7c-8251-889247ab1c20,"So far, i keep seeing the same trends repeatedly.",1,male,"Cape Town, South Africa",2017-09-27
fe33800a-b315-44cf-90b8-732640c99797,"In my experience, some videos get views randomly while others don’t.",1,male,"Paris, France",2016-11-15
45f9712e-4775-4e77-a34e-bde3434ccb7d,One issue is that the comment sections can be very toxic.,1,male,"Toronto, Canada",2018-04-14
aaaa641f-cba3-4668-a0bd-4b9efb9f131e,"In my experience, i’m concerned about data privacy. It ends up feeling repetitive.",1,male,"Buenos Aires, Argentina",2018-10-16
2cacc31c-cdf0-4c11-b2c4-3064a9ac33b2,"Personally, there are too many ads and promotions. It makes the app hard to control.",1,male,"San Francisco, United States",2018-07-18
f25856dc-22c1-4ee5-9f0b-1b0446b7f3b4,"I wanted to like it, but it’s hard to focus after using it. It makes it harder to stay focused.",1,male,"Frankfurt, Germany",2016-11-22
4a426ac1-9102-48b6-9481-5d503ecdfceb,"I wanted to like it, but there’s too much content to keep up with. It ends up feeling repetitive.",1,male,"Mumbai, India",2017-05-24
2f54c65e-8a42-440d-aa7e-e538a31ce53d,What bothers me is that content quality varies a lot. It makes the experience less enjoyable.,1,male,"Dallas, United States",2018-09-15
deaa7a01-4150-4dc0-9078-7504a4ac3952,"So far, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",1,male,"Copenhagen, Denmark",2016-11-24
d3ca8f25-750b-434c-841c-d5d5375514cd,"So far, it feels very addictive. It makes it harder to stay focused.",1,male,"Lima, Peru",2019-02-05
dcb1ba7f-775b-4757-a3d3-d8677bd4fdea,"Personally, i keep seeing the same trends repeatedly. It makes the app hard to control.",1,female,"Adelaide, Australia",2019-06-29
29cb064a-9af0-4792-8ae1-eca3a71e530d,"Honestly, some videos get views randomly while others don’t. It makes the app hard to control.",1,male,"Beijing, China",2017-06-08
d0bd7a98-3fa7-428f-9221-e91b32f272ff,One issue is that the comment sections can be very toxic. It makes it harder to stay focused.,1,male,"Warsaw, Poland",2016-11-23
a56d6c72-91d5-4f46-a2af-4ccf9423f5fd,The main problem is that i’m concerned about data privacy. It makes the app hard to control.,1,female,"Perth, Australia",2019-06-20
07f0a9d2-691f-4684-8ee5-d4cb2d9b2f45,"In my experience, there are too many ads and promotions. That part could definitely be improved.",1,male,"Rosario, Argentina",2018-11-16
76fe4e3e-75a4-4f2d-b016-8bb43cde5525,"Personally, it’s hard to focus after using it. It makes it harder to stay focused.",1,male,"Monterrey, Mexico",2018-01-03
75a04c08-47f9-49b5-b046-0c05fa769d13,"So far, there’s too much content to keep up with. It makes it harder to stay focused.",1,male,"Dallas, United States",2018-01-27
7e46c518-7a07-4299-a255-a8e90a826047,The main problem is that content quality varies a lot.,1,female,"Wellington, New Zealand",2019-04-16
f4262f02-fa11-468d-a161-a42c7ea9ba2b,The main problem is that i lose track of time scrolling on TikTok. It ends up feeling repetitive.,1,male,"Dar es Salaam, Tanzania",2017-09-25
c563a24e-ea91-491e-988e-2cf1920fce1c,"So far, it feels very addictive. It makes the app hard to control.",1,male,"Paris, France",2016-11-22
6ab837fe-9963-4cf0-ac65-fd04d1bec4af,The main problem is that i keep seeing the same trends repeatedly. It ends up feeling repetitive.,1,male,"New York, United States",2018-06-14
a2579d1b-da79-42d5-af17-41a76364504f,"In my experience, some videos get views randomly while others don’t. It makes the app hard to control.",1,male,"Algiers, Algeria",2017-08-12
cc838a4d-adf4-426c-8eb7-5f0091d75ed8,"Personally, the comment sections can be very toxic. It makes it harder to stay focused.",1,male,"Washington DC, United States",2018-08-21
aa570d9f-f7bd-47b6-8be7-30fe4e07810f,What bothers me is that i’m concerned about data privacy. It makes the app hard to control.,1,female,"Canberra, Australia",2019-05-18
cabc634e-b9e4-45a2-a7cf-7d98b1fbe07a,What bothers me is that there are too many ads and promotions. It makes the experience less enjoyable.,1,male,"Harare, Zimbabwe",2017-09-30
3ce60783-976d-4b35-9c09-99579ab4e562,"Honestly, it’s hard to focus after using it. It becomes overwhelming.",1,male,"Tokyo, Japan",2017-06-07
